num,text,timestamp,label,clean_text,tokens,processed_tokens,processed_text,sentiment_polarity
21,Thanks to floods the US gets ready to pay more for food. Will the world follow? SGI Blog http://www.greening.in/2013/06/sgi-blog.html …,1970-01-01 00:00:00.000041524,0,thanks to floods the us gets ready to pay more for food will the world follow sgi blog,"['thanks', 'to', 'floods', 'the', 'us', 'gets', 'ready', 'to', 'pay', 'more', 'for', 'food', 'will', 'the', 'world', 'follow', 'sgi', 'blog']","['thank', 'flood', 'us', 'get', 'readi', 'pay', 'food', 'world', 'follow', 'sgi', 'blog']",thank flood us get readi pay food world follow sgi blog,0.0
44,"Hope you survived floods OK. Still a few tix left for Saltburn's Brass Neck tonight. Tix at Saltburn Health Foods, or pay on door tonight.",1970-01-01 00:00:00.000041524,0,hope you survived floods ok still a few tix left for saltburns brass neck tonight tix at saltburn health foods or pay on door tonight,"['hope', 'you', 'survived', 'floods', 'ok', 'still', 'a', 'few', 'tix', 'left', 'for', 'saltburns', 'brass', 'neck', 'tonight', 'tix', 'at', 'saltburn', 'health', 'foods', 'or', 'pay', 'on', 'door', 'tonight']","['hope', 'surviv', 'flood', 'ok', 'still', 'tix', 'left', 'saltburn', 'brass', 'neck', 'tonight', 'tix', 'saltburn', 'health', 'food', 'pay', 'door', 'tonight']",hope surviv flood ok still tix left saltburn brass neck tonight tix saltburn health food pay door tonight,0.25
45,#Floods and Your Pets (via the Center for Food Security and Public Health) http://bit.ly/17FgmPq  #prepare #disasteranimals #hmrd,1970-01-01 00:00:00.000041524,0,and your pets via the center for food security and public health,"['and', 'your', 'pets', 'via', 'the', 'center', 'for', 'food', 'security', 'and', 'public', 'health']","['pet', 'via', 'center', 'food', 'secur', 'public', 'health']",pet via center food secur public health,-0.05
46,I better go do this food run before this rain comes back and I'm stuck in Noah's flood again.,1970-01-01 00:00:00.000041524,1,i better go do this food run before this rain comes back and im stuck in noahs flood again,"['i', 'better', 'go', 'do', 'this', 'food', 'run', 'before', 'this', 'rain', 'comes', 'back', 'and', 'im', 'stuck', 'in', 'noahs', 'flood', 'again']","['better', 'go', 'food', 'run', 'rain', 'come', 'back', 'im', 'stuck', 'noah', 'flood']",better go food run rain come back im stuck noah flood,0.25
47,=@THAT_Y3LLOWGiRL aye I love food more than you can imagine but sometimes you gotta let it break your heart,1970-01-01 00:00:00.000041524,1,aye i love food more than you can imagine but sometimes you gotta let it break your heart,"['aye', 'i', 'love', 'food', 'more', 'than', 'you', 'can', 'imagine', 'but', 'sometimes', 'you', 'got', 'ta', 'let', 'it', 'break', 'your', 'heart']","['aye', 'love', 'food', 'imagin', 'sometim', 'got', 'ta', 'let', 'break', 'heart']",aye love food imagin sometim got ta let break heart,0.5
48,=@attyjf Well.. Do I get free food?,1970-01-01 00:00:00.000041524,0,well  do i get free food,"['well', 'do', 'i', 'get', 'free', 'food']","['well', 'get', 'free', 'food']",well get free food,0.4
49,Food time!!! Sorry ima flood ya timelines for aboit a week lmao @ Red Robin Gourmet Burgers http://instagram.com/p/d7yZGYCc2D/ ,1970-01-01 00:00:00.000041523,0,food time sorry ima flood ya timelines for aboit a week lmao  red robin gourmet burgers,"['food', 'time', 'sorry', 'ima', 'flood', 'ya', 'timelines', 'for', 'aboit', 'a', 'week', 'lmao', 'red', 'robin', 'gourmet', 'burgers']","['food', 'time', 'sorri', 'ima', 'flood', 'ya', 'timelin', 'aboit', 'week', 'lmao', 'red', 'robin', 'gourmet', 'burger']",food time sorri ima flood ya timelin aboit week lmao red robin gourmet burger,0.3
51,Lance Canales and the Flood Fri night at 8:30! Roots blues and slide guitar! Unfortunately Gypsy Flame can't make it tonight so bring food.,1970-01-01 00:00:00.000041523,1,lance canales and the flood fri night at  roots blues and slide guitar unfortunately gypsy flame cant make it tonight so bring food,"['lance', 'canales', 'and', 'the', 'flood', 'fri', 'night', 'at', 'roots', 'blues', 'and', 'slide', 'guitar', 'unfortunately', 'gypsy', 'flame', 'cant', 'make', 'it', 'tonight', 'so', 'bring', 'food']","['lanc', 'canal', 'flood', 'fri', 'night', 'root', 'blue', 'slide', 'guitar', 'unfortun', 'gypsi', 'flame', 'cant', 'make', 'tonight', 'bring', 'food']",lanc canal flood fri night root blue slide guitar unfortun gypsi flame cant make tonight bring food,0.0
53,"=@Dgfheili oh now I understood, its okay go ahead and flood twitter with food porn",1970-01-01 00:00:00.000041523,1,oh now i understood its okay go ahead and flood twitter with food porn,"['oh', 'now', 'i', 'understood', 'its', 'okay', 'go', 'ahead', 'and', 'flood', 'twitter', 'with', 'food', 'porn']","['oh', 'understood', 'okay', 'go', 'ahead', 'flood', 'twitter', 'food', 'porn']",oh understood okay go ahead flood twitter food porn,0.5
55,"Just rang the pizza shop to see if my foods on its way and they said ""we had to stop delivering because of the floods"" thanks for telling me",1970-01-01 00:00:00.000041523,0,just rang the pizza shop to see if my foods on its way and they said we had to stop delivering because of the floods thanks for telling me,"['just', 'rang', 'the', 'pizza', 'shop', 'to', 'see', 'if', 'my', 'foods', 'on', 'its', 'way', 'and', 'they', 'said', 'we', 'had', 'to', 'stop', 'delivering', 'because', 'of', 'the', 'floods', 'thanks', 'for', 'telling', 'me']","['rang', 'pizza', 'shop', 'see', 'food', 'way', 'said', 'stop', 'deliv', 'flood', 'thank', 'tell']",rang pizza shop see food way said stop deliv flood thank tell,0.0
56,"Prepare a flood kit including a torch, batteries, mobile phone, warm clothes, water, food and any prescription medicines you may need.",1970-01-01 00:00:00.000041523,0,prepare a flood kit including a torch batteries mobile phone warm clothes water food and any prescription medicines you may need,"['prepare', 'a', 'flood', 'kit', 'including', 'a', 'torch', 'batteries', 'mobile', 'phone', 'warm', 'clothes', 'water', 'food', 'and', 'any', 'prescription', 'medicines', 'you', 'may', 'need']","['prepar', 'flood', 'kit', 'includ', 'torch', 'batteri', 'mobil', 'phone', 'warm', 'cloth', 'water', 'food', 'prescript', 'medicin', 'may', 'need']",prepar flood kit includ torch batteri mobil phone warm cloth water food prescript medicin may need,0.6
58,"Friday Food for thought! MT @LATimes What would flood if a huge #tsunami hit Southern #California? http://www.latimes.com/local/lanow/la-me-ln-what-would-flood-if-a-huge-tsunami-hit-southern-california-20130905,0,7890811.story …",1970-01-01 00:00:00.000041523,1,friday food for thought mt  what would flood if a huge  hit southern,"['friday', 'food', 'for', 'thought', 'mt', 'what', 'would', 'flood', 'if', 'a', 'huge', 'hit', 'southern']","['friday', 'food', 'thought', 'mt', 'would', 'flood', 'huge', 'hit', 'southern']",friday food thought mt would flood huge hit southern,0.20000000000000004
60,give them a day or two with no food and they'll eat him. RT @Earth_Pics Boy’s Best Friends Sit out Flood https://twitter.com/Earth_Pics/status/375985546444955648/photo/1pic.twitter.com/olXZHggvip ,1970-01-01 00:00:00.000041523,1,give them a day or two with no food and theyll eat him rt  boys best friends sit out flood,"['give', 'them', 'a', 'day', 'or', 'two', 'with', 'no', 'food', 'and', 'theyll', 'eat', 'him', 'rt', 'boys', 'best', 'friends', 'sit', 'out', 'flood']","['give', 'day', 'two', 'food', 'theyll', 'eat', 'rt', 'boy', 'best', 'friend', 'sit', 'flood']",give day two food theyll eat rt boy best friend sit flood,1.0
61,"""Why do they (flood survivors) complain? Free food/internet/clothing/items. They're so ungrateful!"" ~ #Siksika Nation Paid Representative",1970-01-01 00:00:00.000041523,1,why do they flood survivors complain free foodinternetclothingitems theyre so ungrateful   nation paid representative,"['why', 'do', 'they', 'flood', 'survivors', 'complain', 'free', 'foodinternetclothingitems', 'theyre', 'so', 'ungrateful', 'nation', 'paid', 'representative']","['flood', 'survivor', 'complain', 'free', 'foodinternetclothingitem', 'theyr', 'ungrat', 'nation', 'paid', 'repres']",flood survivor complain free foodinternetclothingitem theyr ungrat nation paid repres,0.4
62,"Khalsa Aid serving food to the people of Uttarakhand,north India, after the devastating floods in June this year.... http://fb.me/LcaZkzc4 ",1970-01-01 00:00:00.000041523,0,khalsa aid serving food to the people of uttarakhandnorth india after the devastating floods in june this year,"['khalsa', 'aid', 'serving', 'food', 'to', 'the', 'people', 'of', 'uttarakhandnorth', 'india', 'after', 'the', 'devastating', 'floods', 'in', 'june', 'this', 'year']","['khalsa', 'aid', 'serv', 'food', 'peopl', 'uttarakhandnorth', 'india', 'devast', 'flood', 'june', 'year']",khalsa aid serv food peopl uttarakhandnorth india devast flood june year,0.0
63,Keep safe to those who have flash flood warnings in their area and stock food.,1970-01-01 00:00:00.000041523,0,keep safe to those who have flash flood warnings in their area and stock food,"['keep', 'safe', 'to', 'those', 'who', 'have', 'flash', 'flood', 'warnings', 'in', 'their', 'area', 'and', 'stock', 'food']","['keep', 'safe', 'flash', 'flood', 'warn', 'area', 'stock', 'food']",keep safe flash flood warn area stock food,0.5
64,ADRA has supplied emergency food to 500 families with more to come following floods in Philippines which hit half of capital city Manilla.,1970-01-01 00:00:00.000041523,0,adra has supplied emergency food to  families with more to come following floods in philippines which hit half of capital city manilla,"['adra', 'has', 'supplied', 'emergency', 'food', 'to', 'families', 'with', 'more', 'to', 'come', 'following', 'floods', 'in', 'philippines', 'which', 'hit', 'half', 'of', 'capital', 'city', 'manilla']","['adra', 'suppli', 'emerg', 'food', 'famili', 'come', 'follow', 'flood', 'philippin', 'hit', 'half', 'capit', 'citi', 'manilla']",adra suppli emerg food famili come follow flood philippin hit half capit citi manilla,-0.16666666666666666
66,"@five15design not to mention the flood of GM food for 'pure NZ' dairy cows, ...or palm kernel",1970-01-01 00:00:00.000041523,1,not to mention the flood of gm food for pure nz dairy cows  or palm kernel,"['not', 'to', 'mention', 'the', 'flood', 'of', 'gm', 'food', 'for', 'pure', 'nz', 'dairy', 'cows', 'or', 'palm', 'kernel']","['mention', 'flood', 'gm', 'food', 'pure', 'nz', 'dairi', 'cow', 'palm', 'kernel']",mention flood gm food pure nz dairi cow palm kernel,0.04047619047619047
67,REMINDER: Golden Inn Restaurant – Flood Re-Opening – 10% Off Food & Drinks (Until Sept 30) http://goo.gl/fb/8Vm3c ,1970-01-01 00:00:00.000041523,0,reminder golden inn restaurant  flood reopening   off food  drinks until sept,"['reminder', 'golden', 'inn', 'restaurant', 'flood', 'reopening', 'off', 'food', 'drinks', 'until', 'sept']","['remind', 'golden', 'inn', 'restaur', 'flood', 'reopen', 'food', 'drink', 'sept']",remind golden inn restaur flood reopen food drink sept,0.3
68,Have you read your pets food and treat labels today?  Are you ready to change their food/ treats?,1970-01-01 00:00:00.000041523,1,have you read your pets food and treat labels today  are you ready to change their food treats,"['have', 'you', 'read', 'your', 'pets', 'food', 'and', 'treat', 'labels', 'today', 'are', 'you', 'ready', 'to', 'change', 'their', 'food', 'treats']","['read', 'pet', 'food', 'treat', 'label', 'today', 'readi', 'chang', 'food', 'treat']",read pet food treat label today readi chang food treat,0.0
71,"Woohoo 老字號 RT @SINGTAOTeddy Golden Inn, the 2nd oldest restaurant in #yyc Chinatown, re-open from flood. 10% off food and drink this month.",1970-01-01 00:00:00.000041522,0,woohoo  rt  golden inn the nd oldest restaurant in  chinatown reopen from flood  off food and drink this month,"['woohoo', 'rt', 'golden', 'inn', 'the', 'nd', 'oldest', 'restaurant', 'in', 'chinatown', 'reopen', 'from', 'flood', 'off', 'food', 'and', 'drink', 'this', 'month']","['woohoo', 'rt', 'golden', 'inn', 'nd', 'oldest', 'restaur', 'chinatown', 'reopen', 'flood', 'food', 'drink', 'month']",woohoo rt golden inn nd oldest restaur chinatown reopen flood food drink month,0.3
72,=@Hahleena haha flash food? you mean flood,1970-01-01 00:00:00.000041522,1,haha flash food you mean flood,"['haha', 'flash', 'food', 'you', 'mean', 'flood']","['haha', 'flash', 'food', 'mean', 'flood']",haha flash food mean flood,-0.056249999999999994
73,"""@SINGTAOTeddy: Golden Inn, the 2nd oldest restaurant in #yyc Chinatown, re-open from flood. 10% off food and drink this month."" Gtrat news",1970-01-01 00:00:00.000041522,0,golden inn the nd oldest restaurant in  chinatown reopen from flood  off food and drink this month gtrat news,"['golden', 'inn', 'the', 'nd', 'oldest', 'restaurant', 'in', 'chinatown', 'reopen', 'from', 'flood', 'off', 'food', 'and', 'drink', 'this', 'month', 'gtrat', 'news']","['golden', 'inn', 'nd', 'oldest', 'restaur', 'chinatown', 'reopen', 'flood', 'food', 'drink', 'month', 'gtrat', 'news']",golden inn nd oldest restaur chinatown reopen flood food drink month gtrat news,0.3
74,"Golden Inn, the 2nd oldest restaurant in #yyc Chinatown, re-open from flood. 10% off food and drink this month.",1970-01-01 00:00:00.000041522,0,golden inn the nd oldest restaurant in  chinatown reopen from flood  off food and drink this month,"['golden', 'inn', 'the', 'nd', 'oldest', 'restaurant', 'in', 'chinatown', 'reopen', 'from', 'flood', 'off', 'food', 'and', 'drink', 'this', 'month']","['golden', 'inn', 'nd', 'oldest', 'restaur', 'chinatown', 'reopen', 'flood', 'food', 'drink', 'month']",golden inn nd oldest restaur chinatown reopen flood food drink month,0.3
75,"@JoburgCity Explored more of Maputo on foot today with the encyclopaedic Jane Flood, ate more delicious food and drank more Laurentina!",1970-01-01 00:00:00.000041522,0,explored more of maputo on foot today with the encyclopaedic jane flood ate more delicious food and drank more laurentina,"['explored', 'more', 'of', 'maputo', 'on', 'foot', 'today', 'with', 'the', 'encyclopaedic', 'jane', 'flood', 'ate', 'more', 'delicious', 'food', 'and', 'drank', 'more', 'laurentina']","['explor', 'maputo', 'foot', 'today', 'encyclopaed', 'jane', 'flood', 'ate', 'delici', 'food', 'drank', 'laurentina']",explor maputo foot today encyclopaed jane flood ate delici food drank laurentina,0.0
80,"Took a quick break to fuel up with food and fuel my phone with battery life. Back at it, a flood of photos coming your way. #nyfw",1970-01-01 00:00:00.000041522,0,took a quick break to fuel up with food and fuel my phone with battery life back at it a flood of photos coming your way,"['took', 'a', 'quick', 'break', 'to', 'fuel', 'up', 'with', 'food', 'and', 'fuel', 'my', 'phone', 'with', 'battery', 'life', 'back', 'at', 'it', 'a', 'flood', 'of', 'photos', 'coming', 'your', 'way']","['took', 'quick', 'break', 'fuel', 'food', 'fuel', 'phone', 'batteri', 'life', 'back', 'flood', 'photo', 'come', 'way']",took quick break fuel food fuel phone batteri life back flood photo come way,0.16666666666666666
82,"Flood victims displaced from their homes,  complained about (poor) shelter, as well as a lack of clean water, food n medicines in SINDH",1970-01-01 00:00:00.000041522,0,flood victims displaced from their homes  complained about poor shelter as well as a lack of clean water food n medicines in sindh,"['flood', 'victims', 'displaced', 'from', 'their', 'homes', 'complained', 'about', 'poor', 'shelter', 'as', 'well', 'as', 'a', 'lack', 'of', 'clean', 'water', 'food', 'n', 'medicines', 'in', 'sindh']","['flood', 'victim', 'displac', 'home', 'complain', 'poor', 'shelter', 'well', 'lack', 'clean', 'water', 'food', 'n', 'medicin', 'sindh']",flood victim displac home complain poor shelter well lack clean water food n medicin sindh,-0.036111111111111115
83,"Python parade @AndrewLucas103 'Apart from food, energy, chemicals, pest control, flood prevention...",1970-01-01 00:00:00.000041522,1,python parade  apart from food energy chemicals pest control flood prevention,"['python', 'parade', 'apart', 'from', 'food', 'energy', 'chemicals', 'pest', 'control', 'flood', 'prevention']","['python', 'parad', 'apart', 'food', 'energi', 'chemic', 'pest', 'control', 'flood', 'prevent']",python parad apart food energi chemic pest control flood prevent,0.0
85,"@ThatKid_Chris your floods clean right.. I'll pick that food up, put it on my plate and keep it stepping",1970-01-01 00:00:00.000041522,0,your floods clean right  ill pick that food up put it on my plate and keep it stepping,"['your', 'floods', 'clean', 'right', 'ill', 'pick', 'that', 'food', 'up', 'put', 'it', 'on', 'my', 'plate', 'and', 'keep', 'it', 'stepping']","['flood', 'clean', 'right', 'ill', 'pick', 'food', 'put', 'plate', 'keep', 'step']",flood clean right ill pick food put plate keep step,0.0507936507936508
86,So want Sony QX portable lens - will double food pictures flood ;),1970-01-01 00:00:00.000041522,0,so want sony qx portable lens  will double food pictures flood,"['so', 'want', 'sony', 'qx', 'portable', 'lens', 'will', 'double', 'food', 'pictures', 'flood']","['want', 'soni', 'qx', 'portabl', 'len', 'doubl', 'food', 'pictur', 'flood']",want soni qx portabl len doubl food pictur flood,0.0
88,"while at hospital, house gets broken into and all my shit stolen. Then they destroy the walls and flood the basement, and ruin all my food",1970-01-01 00:00:00.000041522,1,while at hospital house gets broken into and all my shit stolen then they destroy the walls and flood the basement and ruin all my food,"['while', 'at', 'hospital', 'house', 'gets', 'broken', 'into', 'and', 'all', 'my', 'shit', 'stolen', 'then', 'they', 'destroy', 'the', 'walls', 'and', 'flood', 'the', 'basement', 'and', 'ruin', 'all', 'my', 'food']","['hospit', 'hous', 'get', 'broken', 'shit', 'stolen', 'destroy', 'wall', 'flood', 'basement', 'ruin', 'food']",hospit hous get broken shit stolen destroy wall flood basement ruin food,-0.26666666666666666
89,"Anyone who has bee been to my house knows I have enough food for a flood, hurricane, a black out and zombie apocalypse at the same time",1970-01-01 00:00:00.000041522,1,anyone who has bee been to my house knows i have enough food for a flood hurricane a black out and zombie apocalypse at the same time,"['anyone', 'who', 'has', 'bee', 'been', 'to', 'my', 'house', 'knows', 'i', 'have', 'enough', 'food', 'for', 'a', 'flood', 'hurricane', 'a', 'black', 'out', 'and', 'zombie', 'apocalypse', 'at', 'the', 'same', 'time']","['anyon', 'bee', 'hous', 'know', 'enough', 'food', 'flood', 'hurrican', 'black', 'zombi', 'apocalyps', 'time']",anyon bee hous know enough food flood hurrican black zombi apocalyps time,-0.08333333333333333
90,Me & @oksusugoddess went to the supermarket ytd & piled our trolley high with food. I joked we were stocking for war.. More like for flood!,1970-01-01 00:00:00.000041522,1,me   went to the supermarket ytd  piled our trolley high with food i joked we were stocking for war  more like for flood,"['me', 'went', 'to', 'the', 'supermarket', 'ytd', 'piled', 'our', 'trolley', 'high', 'with', 'food', 'i', 'joked', 'we', 'were', 'stocking', 'for', 'war', 'more', 'like', 'for', 'flood']","['went', 'supermarket', 'ytd', 'pile', 'trolley', 'high', 'food', 'joke', 'stock', 'war', 'like', 'flood']",went supermarket ytd pile trolley high food joke stock war like flood,0.16
92,"Tweet about food, spambots flood my mentions with links to loose pounds. SIAL CRUEL INTERNET",1970-01-01 00:00:00.000041521,1,tweet about food spambots flood my mentions with links to loose pounds sial cruel internet,"['tweet', 'about', 'food', 'spambots', 'flood', 'my', 'mentions', 'with', 'links', 'to', 'loose', 'pounds', 'sial', 'cruel', 'internet']","['tweet', 'food', 'spambot', 'flood', 'mention', 'link', 'loos', 'pound', 'sial', 'cruel', 'internet']",tweet food spambot flood mention link loos pound sial cruel internet,-1.0
94,"At least 73,000 people displaced by #floods in #Myanmar. Food security a major concern. @CWS_Global responding http://ow.ly/oyDCL ",1970-01-01 00:00:00.000041521,1,at least  people displaced by  in  food security a major concern  responding,"['at', 'least', 'people', 'displaced', 'by', 'in', 'food', 'security', 'a', 'major', 'concern', 'responding']","['least', 'peopl', 'displac', 'food', 'secur', 'major', 'concern', 'respond']",least peopl displac food secur major concern respond,-0.11875
95,"=@EmployeeForum  Red Cross main needs are food, shelter, clothing and furniture. Still need these for victims of recent floods. Please donate",1970-01-01 00:00:00.000041521,0,red cross main needs are food shelter clothing and furniture still need these for victims of recent floods please donate,"['red', 'cross', 'main', 'needs', 'are', 'food', 'shelter', 'clothing', 'and', 'furniture', 'still', 'need', 'these', 'for', 'victims', 'of', 'recent', 'floods', 'please', 'donate']","['red', 'cross', 'main', 'need', 'food', 'shelter', 'cloth', 'furnitur', 'still', 'need', 'victim', 'recent', 'flood', 'pleas', 'donat']",red cross main need food shelter cloth furnitur still need victim recent flood pleas donat,0.01833333333333333
99,"I once survived an awful flood / that happened in the neighbourhood. / Oh, I was cold, and lacking food. / >>>",1970-01-01 00:00:00.000041521,1,i once survived an awful flood  that happened in the neighbourhood  oh i was cold and lacking food,"['i', 'once', 'survived', 'an', 'awful', 'flood', 'that', 'happened', 'in', 'the', 'neighbourhood', 'oh', 'i', 'was', 'cold', 'and', 'lacking', 'food']","['surviv', 'aw', 'flood', 'happen', 'neighbourhood', 'oh', 'cold', 'lack', 'food']",surviv aw flood happen neighbourhood oh cold lack food,-0.6
103,"A busy month. I've 2 Visual Impact Studies for proposed Wind Turbines for @ArupGroup, 2 @BoothsCountry Food Stores, Flood Defences for…",1970-01-01 00:00:00.000041521,1,a busy month ive  visual impact studies for proposed wind turbines for    food stores flood defences for,"['a', 'busy', 'month', 'ive', 'visual', 'impact', 'studies', 'for', 'proposed', 'wind', 'turbines', 'for', 'food', 'stores', 'flood', 'defences', 'for']","['busi', 'month', 'ive', 'visual', 'impact', 'studi', 'propos', 'wind', 'turbin', 'food', 'store', 'flood', 'defenc']",busi month ive visual impact studi propos wind turbin food store flood defenc,0.0
104,"Want to do some good this weekend? Contact Mona @RiverCityYouth - they are needing food, clothes, goods for flood victims.",1970-01-01 00:00:00.000041584,1,want to do some good this weekend contact mona   they are needing food clothes goods for flood victims,"['want', 'to', 'do', 'some', 'good', 'this', 'weekend', 'contact', 'mona', 'they', 'are', 'needing', 'food', 'clothes', 'goods', 'for', 'flood', 'victims']","['want', 'good', 'weekend', 'contact', 'mona', 'need', 'food', 'cloth', 'good', 'flood', 'victim']",want good weekend contact mona need food cloth good flood victim,0.44166666666666665
105,Sounds to me like a call to flood the FDA with what's really important for real food! MT @groovygreenlivi http://bit.ly/1iMMiHt ,1970-01-01 00:00:00.000041584,1,sounds to me like a call to flood the fda with whats really important for real food mt,"['sounds', 'to', 'me', 'like', 'a', 'call', 'to', 'flood', 'the', 'fda', 'with', 'whats', 'really', 'important', 'for', 'real', 'food', 'mt']","['sound', 'like', 'call', 'flood', 'fda', 'what', 'realli', 'import', 'real', 'food', 'mt']",sound like call flood fda what realli import real food mt,0.30000000000000004
