num,text,timestamp,label,clean_text,tokens,processed_tokens,processed_text,sentiment_polarity
18,"Wow! Crazy day getting food for this week. Tornado warnings, taking shelter in the back of the store with others,... http://fb.me/zJVBpmfg",1970-01-01 00:00:00.000040657,0,wow crazy day getting food for this week tornado warnings taking shelter in the back of the store with others,"['wow', 'crazy', 'day', 'getting', 'food', 'for', 'this', 'week', 'tornado', 'warnings', 'taking', 'shelter', 'in', 'the', 'back', 'of', 'the', 'store', 'with', 'others']","['wow', 'crazi', 'day', 'get', 'food', 'week', 'tornado', 'warn', 'take', 'shelter', 'back', 'store', 'other']",wow crazi day get food week tornado warn take shelter back store other,-0.008333333333333331
39,"@crystalchappell HELP! STL TORNADO VICTIMS call United Way 18664447669. Many have lost everything! NEED: Shelter, Food, Water, Clothes",1970-01-01 00:00:00.000040658,0,help stl tornado victims call united way  many have lost everything need shelter food water clothes,"['help', 'stl', 'tornado', 'victims', 'call', 'united', 'way', 'many', 'have', 'lost', 'everything', 'need', 'shelter', 'food', 'water', 'clothes']","['help', 'stl', 'tornado', 'victim', 'call', 'unit', 'way', 'mani', 'lost', 'everyth', 'need', 'shelter', 'food', 'water', 'cloth']",help stl tornado victim call unit way mani lost everyth need shelter food water cloth,-0.07500000000000001
40,My car is a mess. Both my rooms are tornado zones. My food is gone. And my bank account is empty. Quadfest was (cont) http://tl.gd/a300df,1970-01-01 00:00:00.000040658,1,my car is a mess both my rooms are tornado zones my food is gone and my bank account is empty quadfest was cont,"['my', 'car', 'is', 'a', 'mess', 'both', 'my', 'rooms', 'are', 'tornado', 'zones', 'my', 'food', 'is', 'gone', 'and', 'my', 'bank', 'account', 'is', 'empty', 'quadfest', 'was', 'cont']","['car', 'mess', 'room', 'tornado', 'zone', 'food', 'gone', 'bank', 'account', 'empti', 'quadfest', 'cont']",car mess room tornado zone food gone bank account empti quadfest cont,-0.175
41,RT @RalDowntowner Food+10 bands TirNaNog tornado victim benefit. Can't think of better way 2 spend tomorrow night. http://bit.ly/hbssGf  #fb,1970-01-01 00:00:00.000040658,0,rt  food bands tirnanog tornado victim benefit cant think of better way  spend tomorrow night,"['rt', 'food', 'bands', 'tirnanog', 'tornado', 'victim', 'benefit', 'cant', 'think', 'of', 'better', 'way', 'spend', 'tomorrow', 'night']","['rt', 'food', 'band', 'tirnanog', 'tornado', 'victim', 'benefit', 'cant', 'think', 'better', 'way', 'spend', 'tomorrow', 'night']",rt food band tirnanog tornado victim benefit cant think better way spend tomorrow night,0.2125
42,Food + 10 local bands at Tir Na Nog's tornado victim benefit. I can't think of a better way to spend tomorrow night. http://bit.ly/hbssGf,1970-01-01 00:00:00.000040658,0,food   local bands at tir na nogs tornado victim benefit i cant think of a better way to spend tomorrow night,"['food', 'local', 'bands', 'at', 'tir', 'na', 'nogs', 'tornado', 'victim', 'benefit', 'i', 'cant', 'think', 'of', 'a', 'better', 'way', 'to', 'spend', 'tomorrow', 'night']","['food', 'local', 'band', 'tir', 'na', 'nog', 'tornado', 'victim', 'benefit', 'cant', 'think', 'better', 'way', 'spend', 'tomorrow', 'night']",food local band tir na nog tornado victim benefit cant think better way spend tomorrow night,0.14166666666666666
43,food coma. tornado. i just want to sleep.,1970-01-01 00:00:00.000040658,1,food coma tornado i just want to sleep,"['food', 'coma', 'tornado', 'i', 'just', 'want', 'to', 'sleep']","['food', 'coma', 'tornado', 'want', 'sleep']",food coma tornado want sleep,-0.1
46,"this dude in my first period was talking about him & his ""brothers"" was robbing FOOD LION when the power went out during the tornado. . .",1970-01-01 00:00:00.000040658,1,this dude in my first period was talking about him  his brothers was robbing food lion when the power went out during the tornado,"['this', 'dude', 'in', 'my', 'first', 'period', 'was', 'talking', 'about', 'him', 'his', 'brothers', 'was', 'robbing', 'food', 'lion', 'when', 'the', 'power', 'went', 'out', 'during', 'the', 'tornado']","['dude', 'first', 'period', 'talk', 'brother', 'rob', 'food', 'lion', 'power', 'went', 'tornado']",dude first period talk brother rob food lion power went tornado,0.25
48,"So after these long tests, stuck in d building cuz of tornado and that also means no food from aunt! Just like yesterday! Fuckn tornado!!!",1970-01-01 00:00:00.000040658,1,so after these long tests stuck in d building cuz of tornado and that also means no food from aunt just like yesterday fuckn tornado,"['so', 'after', 'these', 'long', 'tests', 'stuck', 'in', 'd', 'building', 'cuz', 'of', 'tornado', 'and', 'that', 'also', 'means', 'no', 'food', 'from', 'aunt', 'just', 'like', 'yesterday', 'fuckn', 'tornado']","['long', 'test', 'stuck', 'build', 'cuz', 'tornado', 'also', 'mean', 'food', 'aunt', 'like', 'yesterday', 'fuckn', 'tornado']",long test stuck build cuz tornado also mean food aunt like yesterday fuckn tornado,-0.18125
49,This is at UNT RT @TheHonorableJ In basement of Chilton Hall due to tornado siren. Lots of people. No food.,1970-01-01 00:00:00.000040658,1,this is at unt rt  in basement of chilton hall due to tornado siren lots of people no food,"['this', 'is', 'at', 'unt', 'rt', 'in', 'basement', 'of', 'chilton', 'hall', 'due', 'to', 'tornado', 'siren', 'lots', 'of', 'people', 'no', 'food']","['unt', 'rt', 'basement', 'chilton', 'hall', 'due', 'tornado', 'siren', 'lot', 'peopl', 'food']",unt rt basement chilton hall due tornado siren lot peopl food,-0.125
50,In basement of Chilton Hall due to tornado siren. Lots of people. No food.,1970-01-01 00:00:00.000040658,1,in basement of chilton hall due to tornado siren lots of people no food,"['in', 'basement', 'of', 'chilton', 'hall', 'due', 'to', 'tornado', 'siren', 'lots', 'of', 'people', 'no', 'food']","['basement', 'chilton', 'hall', 'due', 'tornado', 'siren', 'lot', 'peopl', 'food']",basement chilton hall due tornado siren lot peopl food,-0.125
51,"TV News for 99.99% of you not in jail: Hoped to fill 2 tractor trailers for tornado survivors. We filled 4! Food, supplies & hope on the way",1970-01-01 00:00:00.000040658,1,tv news for  of you not in jail hoped to fill  tractor trailers for tornado survivors we filled  food supplies  hope on the way,"['tv', 'news', 'for', 'of', 'you', 'not', 'in', 'jail', 'hoped', 'to', 'fill', 'tractor', 'trailers', 'for', 'tornado', 'survivors', 'we', 'filled', 'food', 'supplies', 'hope', 'on', 'the', 'way']","['tv', 'news', 'jail', 'hope', 'fill', 'tractor', 'trailer', 'tornado', 'survivor', 'fill', 'food', 'suppli', 'hope', 'way']",tv news jail hope fill tractor trailer tornado survivor fill food suppli hope way,-0.1
54,"HELP! STL Tornado Victims: PLS Call United Way @ 18664447669 Many lost 'everthing'! Need shelter, food, water, clothing.",1970-01-01 00:00:00.000040658,1,help stl tornado victims pls call united way   many lost everthing need shelter food water clothing,"['help', 'stl', 'tornado', 'victims', 'pls', 'call', 'united', 'way', 'many', 'lost', 'everthing', 'need', 'shelter', 'food', 'water', 'clothing']","['help', 'stl', 'tornado', 'victim', 'pl', 'call', 'unit', 'way', 'mani', 'lost', 'everth', 'need', 'shelter', 'food', 'water', 'cloth']",help stl tornado victim pl call unit way mani lost everth need shelter food water cloth,-0.07500000000000001
57,Don't forget we are taking pet food donations through the end of this week for tornado/storm victims! Thx to everyone that has given so far!,1970-01-01 00:00:00.000040658,0,dont forget we are taking pet food donations through the end of this week for tornadostorm victims thx to everyone that has given so far,"['dont', 'forget', 'we', 'are', 'taking', 'pet', 'food', 'donations', 'through', 'the', 'end', 'of', 'this', 'week', 'for', 'tornadostorm', 'victims', 'thx', 'to', 'everyone', 'that', 'has', 'given', 'so', 'far']","['dont', 'forget', 'take', 'pet', 'food', 'donat', 'end', 'week', 'tornadostorm', 'victim', 'thx', 'everyon', 'given', 'far']",dont forget take pet food donat end week tornadostorm victim thx everyon given far,0.012499999999999997
78,Video: Aftermath of St. Louis Tornado http://sy.ly/VQ2sC #diet #workout #sugar #obesity #fit #fitness #carbs #food #nutrition #health,1970-01-01 00:00:00.000040658,1,video aftermath of st louis tornado,"['video', 'aftermath', 'of', 'st', 'louis', 'tornado']","['video', 'aftermath', 'st', 'loui', 'tornado']",video aftermath st loui tornado,0.0
79,Tornado Steals Fast Food [Video] http://2leep.com/news/173103/,1970-01-01 00:00:00.000040658,1,tornado steals fast food video,"['tornado', 'steals', 'fast', 'food', 'video']","['tornado', 'steal', 'fast', 'food', 'video']",tornado steal fast food video,0.2
80,So blessed by the Baptist Men and @RedCross continuing to serve food in our community and clean up tornado debris even on Easter Sunday.,1970-01-01 00:00:00.000040658,0,so blessed by the baptist men and  continuing to serve food in our community and clean up tornado debris even on easter sunday,"['so', 'blessed', 'by', 'the', 'baptist', 'men', 'and', 'continuing', 'to', 'serve', 'food', 'in', 'our', 'community', 'and', 'clean', 'up', 'tornado', 'debris', 'even', 'on', 'easter', 'sunday']","['bless', 'baptist', 'men', 'continu', 'serv', 'food', 'commun', 'clean', 'tornado', 'debri', 'even', 'easter', 'sunday']",bless baptist men continu serv food commun clean tornado debri even easter sunday,0.3666666666666667
81,=@Tornado__Nateee idk i watch everything lol the kardashians. ummm travel channel bizarre foods with andrew zimmern. etc lolz,1970-01-01 00:00:00.000040658,1,idk i watch everything lol the kardashians ummm travel channel bizarre foods with andrew zimmern etc lolz,"['idk', 'i', 'watch', 'everything', 'lol', 'the', 'kardashians', 'ummm', 'travel', 'channel', 'bizarre', 'foods', 'with', 'andrew', 'zimmern', 'etc', 'lolz']","['idk', 'watch', 'everyth', 'lol', 'kardashian', 'ummm', 'travel', 'channel', 'bizarr', 'food', 'andrew', 'zimmern', 'etc', 'lolz']",idk watch everyth lol kardashian ummm travel channel bizarr food andrew zimmern etc lolz,0.8
85,"Day 321: Fast Food Tornado – I try not to eat out a lot, but you wouldn’t know it by looking at the floor on the p http://twitpic.com/4p5nq6",1970-01-01 00:00:00.000040658,1,day  fast food tornado  i try not to eat out a lot but you wouldnt know it by looking at the floor on the p,"['day', 'fast', 'food', 'tornado', 'i', 'try', 'not', 'to', 'eat', 'out', 'a', 'lot', 'but', 'you', 'wouldnt', 'know', 'it', 'by', 'looking', 'at', 'the', 'floor', 'on', 'the', 'p']","['day', 'fast', 'food', 'tornado', 'tri', 'eat', 'lot', 'wouldnt', 'know', 'look', 'floor', 'p']",day fast food tornado tri eat lot wouldnt know look floor p,0.2
87,Last nite stl had a tornado storm scary as hell now I'm adt home with no lites praying everything up and running b4 my food spoils sadface,1970-01-01 00:00:00.000040656,1,last nite stl had a tornado storm scary as hell now im adt home with no lites praying everything up and running b my food spoils sadface,"['last', 'nite', 'stl', 'had', 'a', 'tornado', 'storm', 'scary', 'as', 'hell', 'now', 'im', 'adt', 'home', 'with', 'no', 'lites', 'praying', 'everything', 'up', 'and', 'running', 'b', 'my', 'food', 'spoils', 'sadface']","['last', 'nite', 'stl', 'tornado', 'storm', 'scari', 'hell', 'im', 'adt', 'home', 'lite', 'pray', 'everyth', 'run', 'b', 'food', 'spoil', 'sadfac']",last nite stl tornado storm scari hell im adt home lite pray everyth run b food spoil sadfac,0.0
89,"Easter weekend = lots of good food, egg dyeing, & apparently tornado warnings also!",1970-01-01 00:00:00.000040656,0,easter weekend  lots of good food egg dyeing  apparently tornado warnings also,"['easter', 'weekend', 'lots', 'of', 'good', 'food', 'egg', 'dyeing', 'apparently', 'tornado', 'warnings', 'also']","['easter', 'weekend', 'lot', 'good', 'food', 'egg', 'dye', 'appar', 'tornado', 'warn', 'also']",easter weekend lot good food egg dye appar tornado warn also,0.7
90,RT @vocalbeing TSA: ATTENTION PLZ IF U ARE W/OUT FOOD OR WATER DUE TO THE TORNADO THE RESIDENTS OF BERKELEY CAN (cont) http://tl.gd/a1lakj,1970-01-01 00:00:00.000040656,1,rt  tsa attention plz if u are wout food or water due to the tornado the residents of berkeley can cont,"['rt', 'tsa', 'attention', 'plz', 'if', 'u', 'are', 'wout', 'food', 'or', 'water', 'due', 'to', 'the', 'tornado', 'the', 'residents', 'of', 'berkeley', 'can', 'cont']","['rt', 'tsa', 'attent', 'plz', 'u', 'wout', 'food', 'water', 'due', 'tornado', 'resid', 'berkeley', 'cont']",rt tsa attent plz u wout food water due tornado resid berkeley cont,-0.125
93,Tornado Victim Food/Clothes Drive http://nblo.gs/h1irJ,1970-01-01 00:00:00.000040656,0,tornado victim foodclothes drive,"['tornado', 'victim', 'foodclothes', 'drive']","['tornado', 'victim', 'foodcloth', 'drive']",tornado victim foodcloth drive,-0.07500000000000001
94,Tornado Victim Food/Clothes Drive http://wp.me/pj8WW-9l,1970-01-01 00:00:00.000040656,0,tornado victim foodclothes drive,"['tornado', 'victim', 'foodclothes', 'drive']","['tornado', 'victim', 'foodcloth', 'drive']",tornado victim foodcloth drive,-0.07500000000000001
95,Is a waterbaby. Red Cross disaster relief truck came with hot meals where we were cleaning.. tears flowed.#tornado seeing kids go for food,1970-01-01 00:00:00.000040656,0,is a waterbaby red cross disaster relief truck came with hot meals where we were cleaning  tears flowed seeing kids go for food,"['is', 'a', 'waterbaby', 'red', 'cross', 'disaster', 'relief', 'truck', 'came', 'with', 'hot', 'meals', 'where', 'we', 'were', 'cleaning', 'tears', 'flowed', 'seeing', 'kids', 'go', 'for', 'food']","['waterbabi', 'red', 'cross', 'disast', 'relief', 'truck', 'came', 'hot', 'meal', 'clean', 'tear', 'flow', 'see', 'kid', 'go', 'food']",waterbabi red cross disast relief truck came hot meal clean tear flow see kid go food,0.15416666666666667
96,"*Breaking* St. Louis airport damaged and closed by tornado: Filed under: Business, North America, United States,... http://bit.ly/gra3tv",1970-01-01 00:00:00.000040656,1,breaking st louis airport damaged and closed by tornado filed under business north america united states,"['breaking', 'st', 'louis', 'airport', 'damaged', 'and', 'closed', 'by', 'tornado', 'filed', 'under', 'business', 'north', 'america', 'united', 'states']","['break', 'st', 'loui', 'airport', 'damag', 'close', 'tornado', 'file', 'busi', 'north', 'america', 'unit', 'state']",break st loui airport damag close tornado file busi north america unit state,0.0
100,@HELENSStudio Morning Helen. Thanks for spreading word about @AuntKerry 's pet food drive for tornado victims.  http://is.gd/xWaXtR  #ILM,1970-01-01 00:00:00.000040656,0,morning helen thanks for spreading word about  s pet food drive for tornado victims,"['morning', 'helen', 'thanks', 'for', 'spreading', 'word', 'about', 's', 'pet', 'food', 'drive', 'for', 'tornado', 'victims']","['morn', 'helen', 'thank', 'spread', 'word', 'pet', 'food', 'drive', 'tornado', 'victim']",morn helen thank spread word pet food drive tornado victim,-0.07500000000000001
101,Today #IFFS providing #food @ Four Oaks NC Dollar General Store on Wellons St starts 3pm #tornado,1970-01-01 00:00:00.000040656,1,today  providing   four oaks nc dollar general store on wellons st starts pm,"['today', 'providing', 'four', 'oaks', 'nc', 'dollar', 'general', 'store', 'on', 'wellons', 'st', 'starts', 'pm']","['today', 'provid', 'four', 'oak', 'nc', 'dollar', 'gener', 'store', 'wellon', 'st', 'start', 'pm']",today provid four oak nc dollar gener store wellon st start pm,0.0
102,We all know n StL a Tornado touchdown n North Co. Tonight and there r many families without homes now. I'm buying food baskets tomorrow cont,1970-01-01 00:00:00.000040656,0,we all know n stl a tornado touchdown n north co tonight and there r many families without homes now im buying food baskets tomorrow cont,"['we', 'all', 'know', 'n', 'stl', 'a', 'tornado', 'touchdown', 'n', 'north', 'co', 'tonight', 'and', 'there', 'r', 'many', 'families', 'without', 'homes', 'now', 'im', 'buying', 'food', 'baskets', 'tomorrow', 'cont']","['know', 'n', 'stl', 'tornado', 'touchdown', 'n', 'north', 'co', 'tonight', 'r', 'mani', 'famili', 'without', 'home', 'im', 'buy', 'food', 'basket', 'tomorrow', 'cont']",know n stl tornado touchdown n north co tonight r mani famili without home im buy food basket tomorrow cont,0.0
104,It's a tornado warning going off n this drunk came in to order food! H wtf is wrong with ppl! ?,1970-01-01 00:00:00.000040656,1,its a tornado warning going off n this drunk came in to order food h wtf is wrong with ppl,"['its', 'a', 'tornado', 'warning', 'going', 'off', 'n', 'this', 'drunk', 'came', 'in', 'to', 'order', 'food', 'h', 'wtf', 'is', 'wrong', 'with', 'ppl']","['tornado', 'warn', 'go', 'n', 'drunk', 'came', 'order', 'food', 'h', 'wtf', 'wrong', 'ppl']",tornado warn go n drunk came order food h wtf wrong ppl,-0.5
105,I'm not leaving towers for food. Ugh I don't want to it's wet outside. N in cape ah tornado my pop up outta nowhere ugh! #icant,1970-01-01 00:00:00.000040656,1,im not leaving towers for food ugh i dont want to its wet outside n in cape ah tornado my pop up outta nowhere ugh,"['im', 'not', 'leaving', 'towers', 'for', 'food', 'ugh', 'i', 'dont', 'want', 'to', 'its', 'wet', 'outside', 'n', 'in', 'cape', 'ah', 'tornado', 'my', 'pop', 'up', 'outta', 'nowhere', 'ugh']","['im', 'leav', 'tower', 'food', 'ugh', 'dont', 'want', 'wet', 'outsid', 'n', 'cape', 'ah', 'tornado', 'pop', 'outta', 'nowher', 'ugh']",im leav tower food ugh dont want wet outsid n cape ah tornado pop outta nowher ugh,-0.1
126,"@Jill1228 @bendanielsss If a tornado takes my food, I'm not gonna cry, unless it's tempura sushi or teriyaki wings :p",1970-01-01 00:00:00.000040656,1,if a tornado takes my food im not gonna cry unless its tempura sushi or teriyaki wings p,"['if', 'a', 'tornado', 'takes', 'my', 'food', 'im', 'not', 'gon', 'na', 'cry', 'unless', 'its', 'tempura', 'sushi', 'or', 'teriyaki', 'wings', 'p']","['tornado', 'take', 'food', 'im', 'gon', 'na', 'cri', 'unless', 'tempura', 'sushi', 'teriyaki', 'wing', 'p']",tornado take food im gon na cri unless tempura sushi teriyaki wing p,0.0
128,@christian1021 We got locked down in the stockroom of Target during our Tornado emergency last week.  No food. :(,1970-01-01 00:00:00.000040656,1,we got locked down in the stockroom of target during our tornado emergency last week  no food,"['we', 'got', 'locked', 'down', 'in', 'the', 'stockroom', 'of', 'target', 'during', 'our', 'tornado', 'emergency', 'last', 'week', 'no', 'food']","['got', 'lock', 'stockroom', 'target', 'tornado', 'emerg', 'last', 'week', 'food']",got lock stockroom target tornado emerg last week food,0.0
130,@AlexaJaySays @taywalraven #uknowurfat when a tornado is about to hit the mall nsted of taking cover u went to foodcourt & got food lol,1970-01-01 00:00:00.000040656,1,when a tornado is about to hit the mall nsted of taking cover u went to foodcourt  got food lol,"['when', 'a', 'tornado', 'is', 'about', 'to', 'hit', 'the', 'mall', 'nsted', 'of', 'taking', 'cover', 'u', 'went', 'to', 'foodcourt', 'got', 'food', 'lol']","['tornado', 'hit', 'mall', 'nsted', 'take', 'cover', 'u', 'went', 'foodcourt', 'got', 'food', 'lol']",tornado hit mall nsted take cover u went foodcourt got food lol,0.8
133,Sittin on the porch in Jennings mad cuz I'm hungry as fuck..this tornado messin wit my food..,1970-01-01 00:00:00.000040656,1,sittin on the porch in jennings mad cuz im hungry as fuck this tornado messin wit my food,"['sittin', 'on', 'the', 'porch', 'in', 'jennings', 'mad', 'cuz', 'im', 'hungry', 'as', 'fuck', 'this', 'tornado', 'messin', 'wit', 'my', 'food']","['sittin', 'porch', 'jen', 'mad', 'cuz', 'im', 'hungri', 'fuck', 'tornado', 'messin', 'wit', 'food']",sittin porch jen mad cuz im hungri fuck tornado messin wit food,-0.5125
135,Grinding with @madison_broers in the food court in the tornado.. Best time of my life! #swagg #thistornadoisafreakinghugedeal ,1970-01-01 00:00:00.000040656,0,grinding with  in the food court in the tornado  best time of my life,"['grinding', 'with', 'in', 'the', 'food', 'court', 'in', 'the', 'tornado', 'best', 'time', 'of', 'my', 'life']","['grind', 'food', 'court', 'tornado', 'best', 'time', 'life']",grind food court tornado best time life,1.0
137,Love when the mall gets evacuated to the food court cause of a tornado,1970-01-01 00:00:00.000040656,0,love when the mall gets evacuated to the food court cause of a tornado,"['love', 'when', 'the', 'mall', 'gets', 'evacuated', 'to', 'the', 'food', 'court', 'cause', 'of', 'a', 'tornado']","['love', 'mall', 'get', 'evacu', 'food', 'court', 'caus', 'tornado']",love mall get evacu food court caus tornado,0.5
138,Chinese food during a Tornado Warning #Winning,1970-01-01 00:00:00.000040656,0,chinese food during a tornado warning,"['chinese', 'food', 'during', 'a', 'tornado', 'warning']","['chines', 'food', 'tornado', 'warn']",chines food tornado warn,0.0
140,Bacon and pancakes.. Best tornado food ever!! #yummy ,1970-01-01 00:00:00.000040656,0,bacon and pancakes  best tornado food ever,"['bacon', 'and', 'pancakes', 'best', 'tornado', 'food', 'ever']","['bacon', 'pancak', 'best', 'tornado', 'food', 'ever']",bacon pancak best tornado food ever,1.0
141,No fOod in this house as usual and now there is a thunderstorm/tornado warning!fml,1970-01-01 00:00:00.000040656,1,no food in this house as usual and now there is a thunderstormtornado warningfml,"['no', 'food', 'in', 'this', 'house', 'as', 'usual', 'and', 'now', 'there', 'is', 'a', 'thunderstormtornado', 'warningfml']","['food', 'hous', 'usual', 'thunderstormtornado', 'warningfml']",food hous usual thunderstormtornado warningfml,-0.25
142,RT @tanyariveraon2: Food 2 Families Tornado Relief In Full Swing! Fill Up The Truck At The Lowes Foods On New Garden Road In GSO.,1970-01-01 00:00:00.000040656,1,rt  food  families tornado relief in full swing fill up the truck at the lowes foods on new garden road in gso,"['rt', 'food', 'families', 'tornado', 'relief', 'in', 'full', 'swing', 'fill', 'up', 'the', 'truck', 'at', 'the', 'lowes', 'foods', 'on', 'new', 'garden', 'road', 'in', 'gso']","['rt', 'food', 'famili', 'tornado', 'relief', 'full', 'swing', 'fill', 'truck', 'low', 'food', 'new', 'garden', 'road', 'gso']",rt food famili tornado relief full swing fill truck low food new garden road gso,0.1621212121212121
149,@GeminiTwin92 is the only bitch I know that's thinking about food during a tornado smh lol,1970-01-01 00:00:00.000040659,1,is the only bitch i know thats thinking about food during a tornado smh lol,"['is', 'the', 'only', 'bitch', 'i', 'know', 'thats', 'thinking', 'about', 'food', 'during', 'a', 'tornado', 'smh', 'lol']","['bitch', 'know', 'that', 'think', 'food', 'tornado', 'smh', 'lol']",bitch know that think food tornado smh lol,0.8
150,fuck a tornado .. where the FUCK is my food ? :O,1970-01-01 00:00:00.000040659,1,fuck a tornado   where the fuck is my food  o,"['fuck', 'a', 'tornado', 'where', 'the', 'fuck', 'is', 'my', 'food', 'o']","['fuck', 'tornado', 'fuck', 'food']",fuck tornado fuck food,-0.4
